iter	F1	Logloss
193	0.933408507	0.1645668312
194	0.9334119943	0.1644815222
195	0.9334951882	0.1643589979
196	0.9335077507	0.1642515994
197	0.9335663512	0.1641747548
198	0.9336083844	0.1640821032
199	0.9336769265	0.1639183216
200	0.9337048155	0.1638236149
201	0.933773847	0.1636859956
202	0.9337935617	0.1635934674
203	0.9338317522	0.1635168674
204	0.9338805576	0.1634029919
205	0.9339005972	0.1632876524
206	0.9339192415	0.1632353556
207	0.9339799324	0.1631470033
208	0.9340086785	0.1630727691
209	0.9340435438	0.1629953268
210	0.9340635629	0.1629124524
211	0.9341205547	0.162837702
212	0.9341487909	0.1627346947
213	0.9341691806	0.1626321643
214	0.9342052443	0.1625529641
215	0.9342426992	0.1624550237
216	0.9342514223	0.1624022061
217	0.9343028281	0.1623211175
218	0.934330907	0.1622267047
219	0.9344225002	0.1620326353
220	0.9344651944	0.1619535996
221	0.934505398	0.1618625974
222	0.9345370926	0.1618126723
223	0.9345477459	0.1617272846
224	0.9345887004	0.1616113922
225	0.9346004771	0.1615132413
226	0.9346404289	0.1613744448
227	0.9347323339	0.1611924657
228	0.9347724061	0.1611106645
229	0.9348054858	0.1610199973
230	0.9348426594	0.1608793388
231	0.93485434	0.1607907396
232	0.9348936682	0.1607209257
233	0.934915435	0.1606183465
234	0.9349172757	0.1605430102
235	0.9349808375	0.1604376571
236	0.9350175409	0.1603584728
237	0.9350547843	0.1602960754
238	0.9350457536	0.1602468485
239	0.9350842522	0.1601799137
240	0.9351077442	0.160104539
241	0.935135446	0.1600387883
242	0.9351935958	0.1599739047
243	0.9352142275	0.1598815534
244	0.9353414311	0.1597876491
245	0.9353435771	0.1597225438
246	0.9353815996	0.1596245377
247	0.9354362399	0.1595300918
248	0.935477928	0.1593558916
249	0.9355253461	0.1591929237
250	0.9355723411	0.1591127481
251	0.9356205905	0.1590100096
252	0.9356591902	0.1589433909
253	0.9356882685	0.1588678697
254	0.9357154055	0.1587993087
255	0.9357837956	0.1586539382
256	0.9358332223	0.1585199465
257	0.9358489481	0.1583848987
258	0.9358674054	0.1583157969
259	0.9358843049	0.1582583854
260	0.9359139998	0.1581607278
261	0.9359303457	0.1581124554
262	0.9359514146	0.1580019826
263	0.9360097295	0.1578860581
264	0.9360439141	0.1578034354
265	0.9361165655	0.1577354907
266	0.9361801634	0.1576444259
267	0.936203455	0.1575782685
268	0.9362218004	0.1574913983
269	0.936264655	0.1574308002
270	0.9363369758	0.1573413791
271	0.9363672108	0.1572167905
272	0.9363907238	0.1571511833
273	0.9364071697	0.1570988225
274	0.9364653694	0.1570337599
275	0.9364898774	0.1569720857
276	0.9365076048	0.1569037861
277	0.9365457336	0.1568150553
278	0.9365974588	0.1566525608
279	0.9366824404	0.1565531226
280	0.9367189459	0.1564424226
281	0.936769667	0.1563551991
282	0.9368261033	0.156244066
283	0.9368312588	0.1561963945
284	0.9368495425	0.1561170588
285	0.9368608572	0.156017086
286	0.9368939901	0.1559308597
287	0.9369695767	0.1558167885
288	0.9370054368	0.1557460294
289	0.93702153	0.1556490203
290	0.9370496034	0.1555796241
291	0.9370622613	0.1555077158
292	0.9371033946	0.1554499994
293	0.937122515	0.1553816432
294	0.9371396634	0.1553225538
295	0.9371469314	0.1552526639
296	0.9371636612	0.1552030102
297	0.9371899423	0.1551029709
298	0.9372038209	0.1549945612
299	0.9372591574	0.1549152735
300	0.9373446871	0.1548465876
301	0.9374045881	0.1547332504
302	0.9373931643	0.1546590991
303	0.9374404216	0.1545875637
304	0.9374647416	0.1544849366
305	0.9374902881	0.1544437939
306	0.9375219536	0.1543831042
307	0.9375257072	0.1543219602
308	0.9375572086	0.1542469153
309	0.9375819366	0.1541768833
310	0.9376091132	0.1540862457
311	0.9376424058	0.1539515537
312	0.9376801905	0.1538774301
313	0.9377085055	0.153834008
314	0.9377488148	0.1537581083
315	0.9377773658	0.1536752349
316	0.9377812014	0.1536141462
317	0.9378007048	0.1535274879
318	0.9378374391	0.1534588872
319	0.9378481208	0.1534097378
320	0.9378823191	0.1533503897
321	0.9379027235	0.153300486
322	0.9379568953	0.1532167957
323	0.9379906803	0.1531452038
324	0.9379969449	0.15302687
325	0.9380079457	0.1529798894
326	0.9380294819	0.1529447371
327	0.9380751641	0.1528797431
328	0.9381071431	0.1528208264
329	0.9381234554	0.1527804902
330	0.9381369275	0.1527167732
331	0.9381680705	0.1526611924
332	0.9381949575	0.1525700629
333	0.9382003404	0.1524896263
334	0.9382423392	0.152433681
335	0.9382569399	0.1523505278
336	0.9382645143	0.1522854425
337	0.9382888157	0.1522321703
338	0.9383038989	0.1521813917
339	0.9383521144	0.1521415892
340	0.9383901721	0.1520624962
341	0.9384117984	0.1519798962
342	0.9384272009	0.1518978291
343	0.9384689682	0.1518048005
344	0.93851501	0.1517207473
345	0.938521996	0.1516575915
346	0.9385417115	0.1515990223
347	0.9385709494	0.15152892
348	0.9386158049	0.1514647556
349	0.9386147401	0.1514004664
350	0.938680852	0.1512937029
351	0.9386991781	0.1512263904
352	0.9386923079	0.1511691845
353	0.9387322584	0.1511153941
354	0.9387630992	0.1510441659
355	0.9387639518	0.1509775478
356	0.9387757765	0.1509254302
357	0.9388033153	0.1508490684
358	0.9388114649	0.1507969969
359	0.9388293083	0.1507402309
360	0.9388614317	0.150668435
361	0.9388737357	0.1506265636
362	0.9389032443	0.1505550332
363	0.9389353622	0.1505022764
364	0.9389623694	0.1503831227
365	0.9389401538	0.150338882
366	0.9389639134	0.1502896302
367	0.9389874039	0.1502317477
368	0.9389970963	0.1501864556
369	0.9390483424	0.1501011612
370	0.939077119	0.1500346995
371	0.9390757344	0.1499934916
372	0.9390964108	0.1499212824
373	0.9391527693	0.1498594462
374	0.9391760327	0.1498176353
375	0.9391982982	0.1497738862
376	0.9392251927	0.1497105933
377	0.9392369018	0.1496675288
378	0.9392587334	0.1495932366
379	0.9392993844	0.149531897
380	0.9393188806	0.1494857643
381	0.9393381369	0.149416477
382	0.9393763801	0.1493630795
383	0.9394072276	0.1492907172
384	0.9394744982	0.1492103214
385	0.9394733923	0.1491460073
386	0.9394959738	0.1490790618
387	0.9395012313	0.1490307457
388	0.9395038786	0.1489935188
389	0.939523254	0.1489260171
390	0.9395716182	0.1488322705
391	0.9395902036	0.1487865899
392	0.9396121522	0.1487031803
393	0.939625483	0.148647447
394	0.9396735662	0.1485839356
395	0.9396929381	0.1485157894
396	0.9397150117	0.1484627061
397	0.9397609229	0.1484043366
398	0.9397782499	0.1483097145
399	0.9398269285	0.1482382506
400	0.9398781301	0.1481642285
401	0.939909738	0.1481098125
402	0.9399067859	0.1480639344
403	0.9399376118	0.1479968719
404	0.939933461	0.1479570431
405	0.9399457564	0.1478798106
406	0.9399947794	0.1478297214
407	0.9400094757	0.1477668858
408	0.9400383717	0.147720067
409	0.9400460461	0.1476521205
410	0.9400501714	0.1475912797
411	0.94010037	0.1475505356
412	0.9401243326	0.1474876538
413	0.9401578215	0.1474316122
414	0.9401647379	0.1473672738
415	0.9401845715	0.1473315536
416	0.9402062125	0.1472899369
417	0.9402339896	0.1472263586
418	0.9402384302	0.1471808499
419	0.9402585334	0.147146183
420	0.9402949426	0.1470781264
421	0.9403235195	0.1470328484
422	0.940323208	0.1469937045
423	0.9403523884	0.1469503585
424	0.9403734263	0.1468987053
425	0.9403723725	0.1468489493
426	0.940392338	0.1468071127
427	0.9404164519	0.1467727523
428	0.9404159853	0.1467571544
429	0.9404330292	0.1467055231
430	0.9404560706	0.1466705369
431	0.9404846115	0.1466195448
432	0.9405025873	0.1465559247
433	0.9405128874	0.1465121551
434	0.9405486671	0.1464709801
435	0.9405624796	0.1464289415
436	0.9405743027	0.1463917368
437	0.9405698581	0.1463403361
438	0.9405921212	0.1462600614
439	0.9406057664	0.1462191932
440	0.9406354079	0.1461634006
441	0.9406515333	0.1461228622
442	0.9406653468	0.1460777816
443	0.9406701137	0.1460259453
444	0.9407078826	0.1459722663
445	0.9407092754	0.1459300315
446	0.9407077382	0.1458848207
447	0.9407303103	0.1458380671
448	0.9407941701	0.1457754232
449	0.9408176609	0.1457356482
450	0.9408293367	0.1456985219
451	0.9408405489	0.1456713763
452	0.9408749351	0.1456263697
453	0.9408886024	0.1455691789
454	0.9409077978	0.1455025368
455	0.9409331374	0.1454743311
456	0.9409564723	0.1454313932
457	0.9409796532	0.1453807578
458	0.9410122037	0.1453063454
459	0.9410254068	0.1452559143
460	0.9410585682	0.1452113886
461	0.941084978	0.1451597533
462	0.9411092351	0.1451271096
463	0.9411325678	0.145061555
464	0.9411459237	0.1449949943
465	0.9411462302	0.1449701964
466	0.9411726331	0.1449095672
467	0.9411672608	0.1448660083
468	0.9412001096	0.1448061797
469	0.9412222137	0.1447575561
470	0.9412555241	0.1447063672
471	0.9412750189	0.1446691424
472	0.9412874513	0.1446347562
473	0.9413015738	0.1445908239
474	0.9413109368	0.1445203378
475	0.9413221404	0.1444560308
476	0.9413345684	0.1444199106
477	0.9413282746	0.1443868039
478	0.941345159	0.1443276978
479	0.9413669562	0.1442687122
480	0.9413846055	0.1442092068
481	0.9414188276	0.1441527136
482	0.9414373982	0.1441237881
483	0.9414794521	0.1440517028
484	0.9415130598	0.144009387
485	0.9415396096	0.1439731219
486	0.9415723008	0.143924521
487	0.9415960883	0.1438863983
488	0.9415996211	0.1438526684
489	0.9416324646	0.1438038256
490	0.9416416625	0.1437773272
491	0.9416648294	0.1437360246
492	0.9416602201	0.143704212
493	0.9416864628	0.1436434587
494	0.9417197602	0.1435882609
495	0.9417206846	0.143543002
496	0.941724218	0.1434951635
497	0.9417374153	0.1434581819
498	0.9417699524	0.1433941881
499	0.9417934338	0.1433579178
500	0.9418255157	0.1433179096
501	0.9418430057	0.1432713425
502	0.9418434609	0.1432271341
503	0.9418844316	0.1431837405
504	0.9419289361	0.1431409663
505	0.9419263271	0.1431163536
506	0.9419398266	0.1430720193
507	0.9419628357	0.1430452223
508	0.9419909106	0.1429943424
509	0.9420355645	0.1429394354
510	0.9420463024	0.142911269
511	0.9420702358	0.1428411087
512	0.9420915599	0.142803694
513	0.9421461946	0.1427549372
514	0.9421656855	0.1427005155
515	0.9421912991	0.1426212006
516	0.9422011312	0.1425728595
517	0.9421995779	0.1425311367
518	0.9422104654	0.1424941689
519	0.9422313355	0.1424541881
520	0.942255441	0.1424231665
521	0.9422746305	0.1423609443
522	0.9422991636	0.1423155424
523	0.9423111289	0.1422808283
524	0.9423245986	0.1422343168
525	0.9423638792	0.1421719372
526	0.9423704761	0.1421354807
527	0.942385951	0.1420883008
528	0.9424163532	0.1420458284
529	0.9424216931	0.142010994
530	0.9424541972	0.1419689375
531	0.9424705988	0.1419115737
532	0.9424960839	0.1418746978
533	0.9425347623	0.1418306991
534	0.9425522424	0.1417794155
535	0.9425571598	0.1417259024
536	0.9425911893	0.1416841975
537	0.9426177232	0.1416423944
538	0.9426525635	0.1416027967
539	0.9426808416	0.141531411
540	0.9426963434	0.1415021335
541	0.9427095357	0.1414426981
542	0.9427378965	0.141410062
543	0.9427377471	0.1413790974
544	0.9427566391	0.1413187616
545	0.9427814594	0.1412660641
546	0.9428207359	0.141227072
547	0.9428400759	0.1411742805
548	0.9428474541	0.1411587407
549	0.9428609812	0.1411002713
550	0.94287939	0.1410756795
551	0.9428913899	0.1410022186
552	0.9429232499	0.1409461049
553	0.9429424024	0.1409040633
554	0.942989801	0.1408380118
555	0.942997775	0.1407992137
556	0.9430171153	0.1407534817
557	0.9430246435	0.1407202228
558	0.9430411857	0.1406657173
559	0.9430908517	0.1406181969
560	0.943106693	0.1405633912
561	0.9431453306	0.1405032357
562	0.9431655605	0.1404633978
563	0.9431965643	0.1404118802
564	0.9432331837	0.1403702853
565	0.9432582306	0.1403072599
566	0.943290465	0.1402573098
567	0.9433002598	0.1402316999
568	0.9433298382	0.1401640557
569	0.9433691102	0.1401151503
570	0.9433949961	0.1400536602
571	0.9434063641	0.1399856254
572	0.9434396812	0.1399418295
573	0.9434887961	0.1399012249
574	0.94350533	0.1398826376
575	0.9435329375	0.1398430174
576	0.9435525202	0.1397854924
577	0.9435756995	0.1397345891
578	0.9435964179	0.1396639209
579	0.9435942511	0.1396133212
580	0.9436423195	0.1395664484
581	0.9436618065	0.1395290315
